Date;Day;Week;Month;Product;Division;Actual Cost ($);Target Overage vs Budget %;Allocated Budget ($);Variance ($);Variance %
2025-03-11;Tuesday;Week 11;Month 3;Innovation Lab Projects;Platform / Cloud Operations;$90,43;13,50%;$79,68;$10,76;13,50%
2025-03-11;Tuesday;Week 11;Month 3;Innovation Lab Projects;Product Engineering;$68,53;12,50%;$60,91;$7,61;12,50%
2025-03-11;Tuesday;Week 11;Month 3;Internal Data Platform;AI Engineering;$15,72;9,00%;$14,42;$1,30;9,00%
2025-03-11;Tuesday;Week 11;Month 3;Internal Data Platform;Business Analytics;$186,88;7,00%;$174,66;$12,23;7,00%
2025-03-11;Tuesday;Week 11;Month 3;Internal Data Platform;Data Engineering;$26,80;8,00%;$24,82;$1,99;8,00%
2025-03-11;Tuesday;Week 11;Month 3;Internal Data Platform;Platform / Cloud Operations;$16,53;8,50%;$15,23;$1,29;8,50%
2025-03-11;Tuesday;Week 11;Month 3;Internal Data Platform;Product Engineering;$130,80;7,50%;$121,68;$9,13;7,50%
2025-03-12;Wednesday;Week 11;Month 3;AI Assistant;AI Engineering;$0,68;12,00%;$0,61;$0,07;12,00%
2025-03-12;Wednesday;Week 11;Month 3;AI Assistant;Business Analytics;$29,45;10,00%;$26,77;$2,68;10,00%
2025-03-12;Wednesday;Week 11;Month 3;AI Assistant;Data Engineering;$1,05;11,00%;$0,95;$0,10;11,00%
2025-03-12;Wednesday;Week 11;Month 3;AI Assistant;Platform / Cloud Operations;$2,51;11,50%;$2,26;$0,26;11,50%
2025-03-12;Wednesday;Week 11;Month 3;AI Assistant;Product Engineering;$189,23;10,50%;$171,25;$17,98;10,50%
2025-03-12;Wednesday;Week 11;Month 3;Analytics Platform;AI Engineering;$2,68;7,50%;$2,49;$0,19;7,50%
2025-03-12;Wednesday;Week 11;Month 3;Analytics Platform;Business Analytics;$164,90;5,50%;$156,30;$8,60;5,50%
2025-03-12;Wednesday;Week 11;Month 3;Analytics Platform;Data Engineering;$0,60;6,50%;$0,56;$0,04;6,50%
2025-03-12;Wednesday;Week 11;Month 3;Analytics Platform;Platform / Cloud Operations;$203,59;7,00%;$190,27;$13,32;7,00%
2025-03-12;Wednesday;Week 11;Month 3;Analytics Platform;Product Engineering;$3,74;6,00%;$3,53;$0,21;6,00%
2025-03-12;Wednesday;Week 11;Month 3;Customer App;AI Engineering;$118,32;6,00%;$111,62;$6,70;6,00%
2025-03-12;Wednesday;Week 11;Month 3;Customer App;Business Analytics;$8,15;4,00%;$7,83;$0,31;4,00%
2025-03-12;Wednesday;Week 11;Month 3;Customer App;Data Engineering;$6,32;5,00%;$6,02;$0,30;5,00%
2025-03-12;Wednesday;Week 11;Month 3;Customer App;Platform / Cloud Operations;$18,33;5,50%;$17,37;$0,96;5,50%
2025-03-12;Wednesday;Week 11;Month 3;Customer App;Product Engineering;$1,35;4,50%;$1,30;$0,06;4,50%
2025-03-12;Wednesday;Week 11;Month 3;Innovation Lab Projects;AI Engineering;$20,99;14,00%;$18,41;$2,58;14,00%
2025-03-12;Wednesday;Week 11;Month 3;Innovation Lab Projects;Business Analytics;$0,70;12,00%;$0,63;$0,08;12,00%
2025-03-12;Wednesday;Week 11;Month 3;Innovation Lab Projects;Data Engineering;$4,26;13,00%;$3,77;$0,49;13,00%
2025-03-12;Wednesday;Week 11;Month 3;Innovation Lab Projects;Platform / Cloud Operations;$9,10;13,50%;$8,02;$1,08;13,50%
2025-03-12;Wednesday;Week 11;Month 3;Innovation Lab Projects;Product Engineering;$0,80;12,50%;$0,71;$0,09;12,50%
2025-03-12;Wednesday;Week 11;Month 3;Internal Data Platform;AI Engineering;$6,72;9,00%;$6,16;$0,55;9,00%
2025-03-12;Wednesday;Week 11;Month 3;Internal Data Platform;Business Analytics;$142,68;7,00%;$133,34;$9,33;7,00%
2025-03-12;Wednesday;Week 11;Month 3;Internal Data Platform;Data Engineering;$127,88;8,00%;$118,41;$9,47;8,00%
2025-03-12;Wednesday;Week 11;Month 3;Internal Data Platform;Platform / Cloud Operations;$9,29;8,50%;$8,56;$0,73;8,50%
2025-03-12;Wednesday;Week 11;Month 3;Internal Data Platform;Product Engineering;$180,94;7,50%;$168,31;$12,62;7,50%
2025-03-13;Thursday;Week 11;Month 3;AI Assistant;AI Engineering;$97,68;12,00%;$87,22;$10,47;12,00%
2025-03-13;Thursday;Week 11;Month 3;AI Assistant;Business Analytics;$4,25;10,00%;$3,87;$0,39;10,00%
2025-03-13;Thursday;Week 11;Month 3;AI Assistant;Data Engineering;$56,37;11,00%;$50,78;$5,59;11,00%
2025-03-13;Thursday;Week 11;Month 3;AI Assistant;Platform / Cloud Operations;$18,50;11,50%;$16,59;$1,91;11,50%
2025-03-13;Thursday;Week 11;Month 3;AI Assistant;Product Engineering;$22,07;10,50%;$19,97;$2,10;10,50%
2025-03-13;Thursday;Week 11;Month 3;Analytics Platform;AI Engineering;$120,35;7,50%;$111,95;$8,40;7,50%
2025-03-13;Thursday;Week 11;Month 3;Analytics Platform;Business Analytics;$23,24;5,50%;$22,03;$1,21;5,50%
2025-03-13;Thursday;Week 11;Month 3;Analytics Platform;Data Engineering;$215,87;6,50%;$202,69;$13,18;6,50%
2025-03-13;Thursday;Week 11;Month 3;Analytics Platform;Platform / Cloud Operations;$9,23;7,00%;$8,63;$0,60;7,00%
2025-03-13;Thursday;Week 11;Month 3;Analytics Platform;Product Engineering;$5,92;6,00%;$5,59;$0,34;6,00%
2025-03-13;Thursday;Week 11;Month 3;Customer App;AI Engineering;$2,85;6,00%;$2,69;$0,16;6,00%
2025-03-13;Thursday;Week 11;Month 3;Customer App;Business Analytics;$40,49;4,00%;$38,93;$1,56;4,00%
2025-03-13;Thursday;Week 11;Month 3;Customer App;Data Engineering;$0,71;5,00%;$0,67;$0,03;5,00%
2025-03-13;Thursday;Week 11;Month 3;Customer App;Platform / Cloud Operations;$9,96;5,50%;$9,44;$0,52;5,50%
2025-03-13;Thursday;Week 11;Month 3;Customer App;Product Engineering;$23,09;4,50%;$22,10;$0,99;4,50%
2025-03-13;Thursday;Week 11;Month 3;Innovation Lab Projects;AI Engineering;$0,44;14,00%;$0,39;$0,05;14,00%
2025-03-13;Thursday;Week 11;Month 3;Innovation Lab Projects;Business Analytics;$24,12;12,00%;$21,54;$2,58;12,00%
2025-03-13;Thursday;Week 11;Month 3;Innovation Lab Projects;Data Engineering;$1,27;13,00%;$1,13;$0,15;13,00%
2025-03-13;Thursday;Week 11;Month 3;Innovation Lab Projects;Platform / Cloud Operations;$4,08;13,50%;$3,59;$0,49;13,50%
2025-03-13;Thursday;Week 11;Month 3;Innovation Lab Projects;Product Engineering;$23,37;12,50%;$20,77;$2,60;12,50%
2025-03-13;Thursday;Week 11;Month 3;Internal Data Platform;AI Engineering;$15,82;9,00%;$14,51;$1,31;9,00%
2025-03-13;Thursday;Week 11;Month 3;Internal Data Platform;Business Analytics;$1,30;7,00%;$1,22;$0,09;7,00%
2025-03-13;Thursday;Week 11;Month 3;Internal Data Platform;Data Engineering;$6,95;8,00%;$6,43;$0,51;8,00%
2025-03-13;Thursday;Week 11;Month 3;Internal Data Platform;Platform / Cloud Operations;$198,16;8,50%;$182,64;$15,52;8,50%
2025-03-13;Thursday;Week 11;Month 3;Internal Data Platform;Product Engineering;$37,21;7,50%;$34,61;$2,60;7,50%
2025-03-14;Friday;Week 11;Month 3;AI Assistant;AI Engineering;$2,96;12,00%;$2,64;$0,32;12,00%
2025-03-14;Friday;Week 11;Month 3;AI Assistant;Business Analytics;$6,61;10,00%;$6,01;$0,60;10,00%
2025-03-14;Friday;Week 11;Month 3;AI Assistant;Data Engineering;$72,02;11,00%;$64,88;$7,14;11,00%
2025-03-14;Friday;Week 11;Month 3;AI Assistant;Platform / Cloud Operations;$2,43;11,50%;$2,18;$0,25;11,50%
2025-03-14;Friday;Week 11;Month 3;AI Assistant;Product Engineering;$18,08;10,50%;$16,36;$1,72;10,50%
2025-03-14;Friday;Week 11;Month 3;Analytics Platform;AI Engineering;$10,75;7,50%;$10,00;$0,75;7,50%
2025-03-14;Friday;Week 11;Month 3;Analytics Platform;Business Analytics;$0,71;5,50%;$0,67;$0,04;5,50%
2025-03-14;Friday;Week 11;Month 3;Analytics Platform;Data Engineering;$2,09;6,50%;$1,96;$0,13;6,50%
2025-03-14;Friday;Week 11;Month 3;Analytics Platform;Platform / Cloud Operations;$1,23;7,00%;$1,15;$0,08;7,00%
2025-03-14;Friday;Week 11;Month 3;Analytics Platform;Product Engineering;$0,83;6,00%;$0,79;$0,05;6,00%
2025-03-14;Friday;Week 11;Month 3;Customer App;AI Engineering;$7,08;6,00%;$6,68;$0,40;6,00%
2025-03-14;Friday;Week 11;Month 3;Customer App;Business Analytics;$6,00;4,00%;$5,77;$0,23;4,00%
2025-03-14;Friday;Week 11;Month 3;Customer App;Data Engineering;$8,48;5,00%;$8,08;$0,40;5,00%
2025-03-14;Friday;Week 11;Month 3;Customer App;Platform / Cloud Operations;$98,84;5,50%;$93,69;$5,15;5,50%
2025-03-14;Friday;Week 11;Month 3;Customer App;Product Engineering;$1,18;4,50%;$1,13;$0,05;4,50%
2025-03-14;Friday;Week 11;Month 3;Innovation Lab Projects;AI Engineering;$29,39;14,00%;$25,78;$3,61;14,00%
2025-03-14;Friday;Week 11;Month 3;Innovation Lab Projects;Business Analytics;$121,67;12,00%;$108,63;$13,04;12,00%
2025-03-14;Friday;Week 11;Month 3;Innovation Lab Projects;Data Engineering;$2,51;13,00%;$2,22;$0,29;13,00%
2025-03-14;Friday;Week 11;Month 3;Innovation Lab Projects;Platform / Cloud Operations;$127,92;13,50%;$112,71;$15,22;13,50%
2025-03-14;Friday;Week 11;Month 3;Innovation Lab Projects;Product Engineering;$22,54;12,50%;$20,04;$2,50;12,50%
2025-03-14;Friday;Week 11;Month 3;Internal Data Platform;AI Engineering;$154,77;9,00%;$141,99;$12,78;9,00%
2025-03-14;Friday;Week 11;Month 3;Internal Data Platform;Business Analytics;$7,81;7,00%;$7,30;$0,51;7,00%
2025-03-14;Friday;Week 11;Month 3;Internal Data Platform;Data Engineering;$119,25;8,00%;$110,42;$8,83;8,00%
2025-03-14;Friday;Week 11;Month 3;Internal Data Platform;Platform / Cloud Operations;$164,78;8,50%;$151,87;$12,91;8,50%
2025-03-14;Friday;Week 11;Month 3;Internal Data Platform;Product Engineering;$24,43;7,50%;$22,72;$1,70;7,50%
2025-03-15;Saturday;Week 11;Month 3;AI Assistant;AI Engineering;$20,52;12,00%;$18,32;$2,20;12,00%
2025-03-15;Saturday;Week 11;Month 3;AI Assistant;Business Analytics;$35,75;10,00%;$32,50;$3,25;10,00%
2025-03-15;Saturday;Week 11;Month 3;AI Assistant;Data Engineering;$23,42;11,00%;$21,10;$2,32;11,00%
2025-03-15;Saturday;Week 11;Month 3;AI Assistant;Platform / Cloud Operations;$151,50;11,50%;$135,88;$15,63;11,50%
2025-03-15;Saturday;Week 11;Month 3;AI Assistant;Product Engineering;$139,03;10,50%;$125,82;$13,21;10,50%
2025-03-15;Saturday;Week 11;Month 3;Analytics Platform;AI Engineering;$184,56;7,50%;$171,68;$12,88;7,50%
2025-03-15;Saturday;Week 11;Month 3;Analytics Platform;Business Analytics;$6,39;5,50%;$6,05;$0,33;5,50%
2025-03-15;Saturday;Week 11;Month 3;Analytics Platform;Data Engineering;$12,12;6,50%;$11,38;$0,74;6,50%
2025-03-15;Saturday;Week 11;Month 3;Analytics Platform;Platform / Cloud Operations;$138,99;7,00%;$129,90;$9,09;7,00%
2025-03-15;Saturday;Week 11;Month 3;Analytics Platform;Product Engineering;$64,56;6,00%;$60,91;$3,65;6,00%
2025-03-15;Saturday;Week 11;Month 3;Customer App;AI Engineering;$1,47;6,00%;$1,39;$0,08;6,00%
2025-03-15;Saturday;Week 11;Month 3;Customer App;Business Analytics;$2,22;4,00%;$2,13;$0,09;4,00%
2025-03-15;Saturday;Week 11;Month 3;Customer App;Data Engineering;$61,84;5,00%;$58,90;$2,94;5,00%
2025-03-15;Saturday;Week 11;Month 3;Customer App;Platform / Cloud Operations;$199,60;5,50%;$189,19;$10,41;5,50%
2025-03-15;Saturday;Week 11;Month 3;Customer App;Product Engineering;$107,30;4,50%;$102,68;$4,62;4,50%
2025-03-15;Saturday;Week 11;Month 3;Innovation Lab Projects;AI Engineering;$5,74;14,00%;$5,04;$0,71;14,00%
2025-03-15;Saturday;Week 11;Month 3;Innovation Lab Projects;Business Analytics;$197,34;12,00%;$176,20;$21,14;12,00%
2025-03-15;Saturday;Week 11;Month 3;Innovation Lab Projects;Data Engineering;$6,09;13,00%;$5,39;$0,70;13,00%
2025-03-15;Saturday;Week 11;Month 3;Innovation Lab Projects;Platform / Cloud Operations;$59,51;13,50%;$52,43;$7,08;13,50%
2025-03-15;Saturday;Week 11;Month 3;Innovation Lab Projects;Product Engineering;$174,33;12,50%;$154,96;$19,37;12,50%
2025-03-15;Saturday;Week 11;Month 3;Internal Data Platform;AI Engineering;$196,28;9,00%;$180,07;$16,21;9,00%
2025-03-15;Saturday;Week 11;Month 3;Internal Data Platform;Business Analytics;$0,66;7,00%;$0,62;$0,04;7,00%
2025-03-15;Saturday;Week 11;Month 3;Internal Data Platform;Data Engineering;$46,26;8,00%;$42,84;$3,43;8,00%
2025-03-15;Saturday;Week 11;Month 3;Internal Data Platform;Platform / Cloud Operations;$169,79;8,50%;$156,49;$13,30;8,50%
2025-03-15;Saturday;Week 11;Month 3;Internal Data Platform;Product Engineering;$10,95;7,50%;$10,19;$0,76;7,50%
2025-03-16;Sunday;Week 11;Month 3;AI Assistant;AI Engineering;$146,96;12,00%;$131,21;$15,75;12,00%
2025-03-16;Sunday;Week 11;Month 3;AI Assistant;Business Analytics;$8,38;10,00%;$7,62;$0,76;10,00%
2025-03-16;Sunday;Week 11;Month 3;AI Assistant;Data Engineering;$171,55;11,00%;$154,55;$17,00;11,00%
2025-03-16;Sunday;Week 11;Month 3;AI Assistant;Platform / Cloud Operations;$92,82;11,50%;$83,24;$9,57;11,50%
2025-03-16;Sunday;Week 11;Month 3;AI Assistant;Product Engineering;$37,70;10,50%;$34,12;$3,58;10,50%
2025-03-16;Sunday;Week 11;Month 3;Analytics Platform;AI Engineering;$13,76;7,50%;$12,80;$0,96;7,50%
2025-03-16;Sunday;Week 11;Month 3;Analytics Platform;Business Analytics;$184,93;5,50%;$175,29;$9,64;5,50%
2025-03-16;Sunday;Week 11;Month 3;Analytics Platform;Data Engineering;$18,01;6,50%;$16,91;$1,10;6,50%
2025-03-16;Sunday;Week 11;Month 3;Analytics Platform;Platform / Cloud Operations;$1,25;7,00%;$1,16;$0,08;7,00%
2025-03-16;Sunday;Week 11;Month 3;Analytics Platform;Product Engineering;$13,42;6,00%;$12,66;$0,76;6,00%
2025-03-16;Sunday;Week 11;Month 3;Customer App;AI Engineering;$5,35;6,00%;$5,05;$0,30;6,00%
2025-03-16;Sunday;Week 11;Month 3;Customer App;Business Analytics;$137,69;4,00%;$132,40;$5,30;4,00%
2025-03-16;Sunday;Week 11;Month 3;Customer App;Data Engineering;$6,35;5,00%;$6,05;$0,30;5,00%
2025-03-16;Sunday;Week 11;Month 3;Customer App;Platform / Cloud Operations;$7,43;5,50%;$7,04;$0,39;5,50%
2025-03-16;Sunday;Week 11;Month 3;Customer App;Product Engineering;$176,78;4,50%;$169,17;$7,61;4,50%
2025-03-16;Sunday;Week 11;Month 3;Innovation Lab Projects;AI Engineering;$160,77;14,00%;$141,03;$19,74;14,00%
2025-03-16;Sunday;Week 11;Month 3;Innovation Lab Projects;Business Analytics;$7,85;12,00%;$7,01;$0,84;12,00%
2025-03-16;Sunday;Week 11;Month 3;Innovation Lab Projects;Data Engineering;$21,95;13,00%;$19,43;$2,53;13,00%
2025-03-16;Sunday;Week 11;Month 3;Innovation Lab Projects;Platform / Cloud Operations;$12,50;13,50%;$11,01;$1,49;13,50%
2025-03-16;Sunday;Week 11;Month 3;Innovation Lab Projects;Product Engineering;$0,74;12,50%;$0,65;$0,08;12,50%
2025-03-16;Sunday;Week 11;Month 3;Internal Data Platform;AI Engineering;$7,25;9,00%;$6,65;$0,60;9,00%
2025-03-16;Sunday;Week 11;Month 3;Internal Data Platform;Business Analytics;$0,57;7,00%;$0,53;$0,04;7,00%
2025-03-16;Sunday;Week 11;Month 3;Internal Data Platform;Data Engineering;$168,57;8,00%;$156,08;$12,49;8,00%
2025-03-16;Sunday;Week 11;Month 3;Internal Data Platform;Platform / Cloud Operations;$8,00;8,50%;$7,38;$0,63;8,50%
2025-03-16;Sunday;Week 11;Month 3;Internal Data Platform;Product Engineering;$44,41;7,50%;$41,31;$3,10;7,50%
2025-03-17;Monday;Week 12;Month 3;AI Assistant;AI Engineering;$1,96;12,00%;$1,75;$0,21;12,00%
2025-03-17;Monday;Week 12;Month 3;AI Assistant;Business Analytics;$6,05;10,00%;$5,50;$0,55;10,00%
2025-03-17;Monday;Week 12;Month 3;AI Assistant;Data Engineering;$5,46;11,00%;$4,92;$0,54;11,00%
2025-03-17;Monday;Week 12;Month 3;AI Assistant;Platform / Cloud Operations;$27,26;11,50%;$24,45;$2,81;11,50%
2025-03-17;Monday;Week 12;Month 3;AI Assistant;Product Engineering;$23,80;10,50%;$21,54;$2,26;10,50%
2025-03-17;Monday;Week 12;Month 3;Analytics Platform;AI Engineering;$3,66;7,50%;$3,40;$0,26;7,50%
2025-03-17;Monday;Week 12;Month 3;Analytics Platform;Business Analytics;$15,91;5,50%;$15,08;$0,83;5,50%
2025-03-17;Monday;Week 12;Month 3;Analytics Platform;Data Engineering;$4,45;6,50%;$4,18;$0,27;6,50%
2025-03-17;Monday;Week 12;Month 3;Analytics Platform;Platform / Cloud Operations;$0,66;7,00%;$0,62;$0,04;7,00%
2025-03-17;Monday;Week 12;Month 3;Analytics Platform;Product Engineering;$6,26;6,00%;$5,90;$0,35;6,00%
2025-03-17;Monday;Week 12;Month 3;Customer App;AI Engineering;$29,04;6,00%;$27,39;$1,64;6,00%
2025-03-17;Monday;Week 12;Month 3;Customer App;Business Analytics;$26,41;4,00%;$25,39;$1,02;4,00%
2025-03-17;Monday;Week 12;Month 3;Customer App;Data Engineering;$16,94;5,00%;$16,13;$0,81;5,00%
2025-03-17;Monday;Week 12;Month 3;Customer App;Platform / Cloud Operations;$0,60;5,50%;$0,57;$0,03;5,50%
2025-03-17;Monday;Week 12;Month 3;Customer App;Product Engineering;$9,93;4,50%;$9,50;$0,43;4,50%
2025-03-17;Monday;Week 12;Month 3;Innovation Lab Projects;AI Engineering;$0,99;14,00%;$0,87;$0,12;14,00%
2025-03-17;Monday;Week 12;Month 3;Innovation Lab Projects;Business Analytics;$12,37;12,00%;$11,05;$1,33;12,00%
2025-03-17;Monday;Week 12;Month 3;Innovation Lab Projects;Data Engineering;$21,54;13,00%;$19,06;$2,48;13,00%
2025-03-17;Monday;Week 12;Month 3;Innovation Lab Projects;Platform / Cloud Operations;$7,70;13,50%;$6,78;$0,92;13,50%
2025-03-17;Monday;Week 12;Month 3;Innovation Lab Projects;Product Engineering;$4,25;12,50%;$3,77;$0,47;12,50%
2025-03-17;Monday;Week 12;Month 3;Internal Data Platform;AI Engineering;$1,19;9,00%;$1,10;$0,10;9,00%
2025-03-17;Monday;Week 12;Month 3;Internal Data Platform;Business Analytics;$131,96;7,00%;$123,33;$8,63;7,00%
2025-03-17;Monday;Week 12;Month 3;Internal Data Platform;Data Engineering;$0,85;8,00%;$0,78;$0,06;8,00%
2025-03-17;Monday;Week 12;Month 3;Internal Data Platform;Platform / Cloud Operations;$88,57;8,50%;$81,63;$6,94;8,50%
2025-03-17;Monday;Week 12;Month 3;Internal Data Platform;Product Engineering;$195,27;7,50%;$181,64;$13,62;7,50%
2025-03-18;Tuesday;Week 12;Month 3;AI Assistant;AI Engineering;$118,25;12,00%;$105,58;$12,67;12,00%
2025-03-18;Tuesday;Week 12;Month 3;AI Assistant;Business Analytics;$7,44;10,00%;$6,76;$0,68;10,00%
2025-03-18;Tuesday;Week 12;Month 3;AI Assistant;Data Engineering;$29,79;11,00%;$26,84;$2,95;11,00%
2025-03-18;Tuesday;Week 12;Month 3;AI Assistant;Platform / Cloud Operations;$22,62;11,50%;$20,29;$2,33;11,50%
2025-03-18;Tuesday;Week 12;Month 3;AI Assistant;Product Engineering;$0,96;10,50%;$0,87;$0,09;10,50%
2025-03-18;Tuesday;Week 12;Month 3;Analytics Platform;AI Engineering;$2,73;7,50%;$2,54;$0,19;7,50%
2025-03-18;Tuesday;Week 12;Month 3;Analytics Platform;Business Analytics;$132,38;5,50%;$125,47;$6,90;5,50%
2025-03-18;Tuesday;Week 12;Month 3;Analytics Platform;Data Engineering;$17,34;6,50%;$16,29;$1,06;6,50%
2025-03-18;Tuesday;Week 12;Month 3;Analytics Platform;Platform / Cloud Operations;$2,71;7,00%;$2,53;$0,18;7,00%
2025-03-18;Tuesday;Week 12;Month 3;Analytics Platform;Product Engineering;$134,94;6,00%;$127,30;$7,64;6,00%
2025-03-18;Tuesday;Week 12;Month 3;Customer App;AI Engineering;$17,62;6,00%;$16,63;$1,00;6,00%
2025-03-18;Tuesday;Week 12;Month 3;Customer App;Business Analytics;$21,68;4,00%;$20,85;$0,83;4,00%
2025-03-18;Tuesday;Week 12;Month 3;Customer App;Data Engineering;$20,79;5,00%;$19,80;$0,99;5,00%
2025-03-18;Tuesday;Week 12;Month 3;Customer App;Platform / Cloud Operations;$1,73;5,50%;$1,64;$0,09;5,50%
2025-03-18;Tuesday;Week 12;Month 3;Customer App;Product Engineering;$11,88;4,50%;$11,37;$0,51;4,50%
2025-03-18;Tuesday;Week 12;Month 3;Innovation Lab Projects;AI Engineering;$112,57;14,00%;$98,75;$13,82;14,00%
2025-03-18;Tuesday;Week 12;Month 3;Innovation Lab Projects;Business Analytics;$8,50;12,00%;$7,58;$0,91;12,00%
2025-03-18;Tuesday;Week 12;Month 3;Innovation Lab Projects;Data Engineering;$0,96;13,00%;$0,85;$0,11;13,00%
2025-03-18;Tuesday;Week 12;Month 3;Innovation Lab Projects;Platform / Cloud Operations;$6,76;13,50%;$5,96;$0,80;13,50%
2025-03-18;Tuesday;Week 12;Month 3;Innovation Lab Projects;Product Engineering;$13,04;12,50%;$11,60;$1,45;12,50%
2025-03-18;Tuesday;Week 12;Month 3;Internal Data Platform;AI Engineering;$22,62;9,00%;$20,75;$1,87;9,00%
2025-03-18;Tuesday;Week 12;Month 3;Internal Data Platform;Business Analytics;$2,02;7,00%;$1,89;$0,13;7,00%
2025-03-18;Tuesday;Week 12;Month 3;Internal Data Platform;Data Engineering;$10,62;8,00%;$9,83;$0,79;8,00%
2025-03-18;Tuesday;Week 12;Month 3;Internal Data Platform;Platform / Cloud Operations;$9,88;8,50%;$9,11;$0,77;8,50%
2025-03-18;Tuesday;Week 12;Month 3;Internal Data Platform;Product Engineering;$110,47;7,50%;$102,76;$7,71;7,50%
2025-03-19;Wednesday;Week 12;Month 3;AI Assistant;AI Engineering;$6,85;12,00%;$6,12;$0,73;12,00%
2025-03-19;Wednesday;Week 12;Month 3;AI Assistant;Business Analytics;$22,58;10,00%;$20,53;$2,05;10,00%
2025-03-19;Wednesday;Week 12;Month 3;AI Assistant;Data Engineering;$190,43;11,00%;$171,56;$18,87;11,00%
2025-03-19;Wednesday;Week 12;Month 3;AI Assistant;Platform / Cloud Operations;$215,12;11,50%;$192,93;$22,19;11,50%
2025-03-19;Wednesday;Week 12;Month 3;AI Assistant;Product Engineering;$49,34;10,50%;$44,66;$4,69;10,50%
2025-03-19;Wednesday;Week 12;Month 3;Analytics Platform;AI Engineering;$206,46;7,50%;$192,05;$14,40;7,50%
2025-03-19;Wednesday;Week 12;Month 3;Analytics Platform;Business Analytics;$19,65;5,50%;$18,63;$1,02;5,50%
2025-03-19;Wednesday;Week 12;Month 3;Analytics Platform;Data Engineering;$211,41;6,50%;$198,50;$12,90;6,50%
2025-03-19;Wednesday;Week 12;Month 3;Analytics Platform;Platform / Cloud Operations;$9,68;7,00%;$9,05;$0,63;7,00%
2025-03-19;Wednesday;Week 12;Month 3;Analytics Platform;Product Engineering;$125,29;6,00%;$118,20;$7,09;6,00%
2025-03-19;Wednesday;Week 12;Month 3;Customer App;AI Engineering;$5,46;6,00%;$5,15;$0,31;6,00%
2025-03-19;Wednesday;Week 12;Month 3;Customer App;Business Analytics;$39,08;4,00%;$37,57;$1,50;4,00%
2025-03-19;Wednesday;Week 12;Month 3;Customer App;Data Engineering;$21,57;5,00%;$20,55;$1,03;5,00%
2025-03-19;Wednesday;Week 12;Month 3;Customer App;Platform / Cloud Operations;$22,40;5,50%;$21,23;$1,17;5,50%
2025-03-19;Wednesday;Week 12;Month 3;Customer App;Product Engineering;$56,99;4,50%;$54,54;$2,45;4,50%
2025-03-19;Wednesday;Week 12;Month 3;Innovation Lab Projects;AI Engineering;$10,36;14,00%;$9,09;$1,27;14,00%
2025-03-19;Wednesday;Week 12;Month 3;Innovation Lab Projects;Business Analytics;$6,54;12,00%;$5,84;$0,70;12,00%
2025-03-19;Wednesday;Week 12;Month 3;Innovation Lab Projects;Data Engineering;$17,86;13,00%;$15,81;$2,05;13,00%
2025-03-19;Wednesday;Week 12;Month 3;Innovation Lab Projects;Platform / Cloud Operations;$66,46;13,50%;$58,56;$7,91;13,50%
2025-03-19;Wednesday;Week 12;Month 3;Innovation Lab Projects;Product Engineering;$70,37;12,50%;$62,55;$7,82;12,50%
2025-03-19;Wednesday;Week 12;Month 3;Internal Data Platform;AI Engineering;$26,41;9,00%;$24,23;$2,18;9,00%
2025-03-19;Wednesday;Week 12;Month 3;Internal Data Platform;Business Analytics;$3,38;7,00%;$3,16;$0,22;7,00%
2025-03-19;Wednesday;Week 12;Month 3;Internal Data Platform;Data Engineering;$23,76;8,00%;$22,00;$1,76;8,00%
